gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000258177	RP11-394J1.2	0	0	0	0	0	0	3	0
ENSG00000258178	RP11-18J9.3	0	0	1	1	0	0	7	10
ENSG00000258179	RP11-248E9.7	0	0	0	0	0	0	0	0
ENSG00000258181	RP11-493L12.4	5	0	0	0	0	2	2	4
ENSG00000258183	RP11-753N8.1	0	0	1	0	0	0	0	1
ENSG00000258184	RP11-335M9.1	0	0	0	0	0	0	0	0
ENSG00000258185	RP11-202H2.1	0	0	0	0	0	0	0	0
ENSG00000258186	SLC7A5P2	221.823	234.639	358.132	436.874	262.204	189.439	0	0
ENSG00000258188	RP11-146E13.4	0	0	0	0	0	0	0	0
ENSG00000258193	RP11-362A1.2	0	0	0	0	0	0	0	0
ENSG00000258196	CTD-2213F21.4	0	0	0	0	0	0	0	0
ENSG00000258197	NKX2-2-AS1	0	0	0	0	0	0	0	0
ENSG00000258198	RP11-146E13.3	0	0	4.226	0	0	6.001	2.013	1.005
ENSG00000258199	RP11-977G19.5	58	33	680	747.086	67	172	351	329.748
ENSG00000258202	RP11-776A13.2	0	0	0	0	0	0	0	0
ENSG00000258203	RP1-228P16.3	0	0	0	0	0	0	0	0
ENSG00000258204	RP11-90E9.1	0	0	0	0	0	0	0	0
ENSG00000258205	RP11-248E9.1	0	0	0	0	0	0	0	0
ENSG00000258206	RP13-619I2.2	0	0	0	0	0	0	0	0
ENSG00000258210	RP11-478C19.2	136.635	65.007	158.147	85.876	109.814	176.009	327.281	307.306
ENSG00000258212	RP11-624G19.1	0	0	0	0	0	0	0	0
ENSG00000258214	RP11-272B17.1	0	0	0	0	0	0	0	0
ENSG00000258215	RP11-299A16.1	0	0	0	0	0	0	0	2
ENSG00000258216	RP11-654D12.2	6	0	0	0	0	0	5	2
ENSG00000258220	RP11-38F22.1	0	0	0	0	0	0	0	0
ENSG00000258223	PRSS58	0	0	0	0	0	0	0	0
ENSG00000258224	RP11-587P21.1	0	0	0	0	0	0	0	0
ENSG00000258225	RP11-136F16.1	0	0	0	0	0	0	0	0
ENSG00000258227	CLEC5A	0	0	0	0	0	0	0	0
ENSG00000258230	RP11-511H9.3	28	14	15	0	8	0	34	35
ENSG00000258231	RP11-362K2.2	0	0	0	3	0	0	1	1
ENSG00000258232	RP11-161H23.5	12.045	30	7.368	5.563	56.003	141	17.569	37.075
ENSG00000258233	ARHGAP42P5	0	0	0	0	0	0	0	0
ENSG00000258234	RP11-370I10.2	0	0	0	0	0	0	0	0
ENSG00000258235	RP11-12K6.2	0	0	0	1	0	0	0	0
ENSG00000258239	MTND2P17	0	0	0	0	0	0	0	0
ENSG00000258240	RP1-46F2.3	0	0	3.016	3.099	66.373	56	1.033	0
ENSG00000258244	OSTF1P1	0	0	0	0	0	0	5	2
ENSG00000258245	RP11-114H23.3	0	0	2	0	1	0	2.002	0
ENSG00000258247	RP11-167N24.6	0	0	0	0	0	0	0	0
ENSG00000258249	RP11-497G19.3	0	0	0	0	28	0	0	0
ENSG00000258251	RP11-256L6.4	0	0	0	0	0	0	0	0
ENSG00000258252	CTD-2311B13.5	0	0	0	0	0	0	0	0
ENSG00000258253	RP3-416H24.4	0	0	0	0	0	0	4	0
ENSG00000258254	RP11-162N7.1	0	0	0	0	0	0	0	0
ENSG00000258256	RP11-219B4.5	5	0	1	4.005	0	0	5	1
ENSG00000258260	RP11-977G19.14	0	0	0	0	0	0	0	0
ENSG00000258262	RP11-693J15.3	0	1	0	0	0	0	1	0
ENSG00000258265	CTD-2311B13.2	0	0	0	0	0	0	1	0
ENSG00000258268	RP11-570L15.1	0	0	0	0	0	0	0	0
ENSG00000258271	RP11-356O22.4	0	0	0	0	0	0	0	0
ENSG00000258272	RP11-510I5.4	0	0	0	0	0	0	0	0
ENSG00000258273	RP11-370I10.4	0	0	0	0	0	0	0	0
ENSG00000258274	RP11-887P2.5	0	0	0	0	0	1	0	0
ENSG00000258275	OR7K1P	0	0	0	0	0	0	0	0
ENSG00000258276	RP11-244H18.1	0	0	0	0	0	0	0	0
ENSG00000258278	RP11-297L6.1	0	0	0	0	0	0	0	0
ENSG00000258279	LINC00592	0	0	1	1	0	0	145	176
ENSG00000258280	RP11-1028N23.2	0	0	0	0	0	0	0	0
ENSG00000258282	BTF3P2	0	0	0	0	0	0	0	0
ENSG00000258283	RP11-386G11.3	0	0	0	0	0	0	0	0
ENSG00000258284	POLR2KP1	1	0	2	2	4	20	12	13
ENSG00000258285	RP11-103B5.2	0	4	2	1	0	0	1	0
ENSG00000258288	RP11-554E23.3	10	1	0	0	0	0	0	0
ENSG00000258289	CHURC1	5175.235	4188.68	3546.718	1694.799	2694.014	3534.16	19245.433	15981.781
ENSG00000258290	RP11-654D12.1	0	0	1	0	0	0	1	0
ENSG00000258292	RP11-536G4.1	0	0	0	0	0	0	0	1
ENSG00000258294	RP11-314D7.1	0	0	0	0	0	0	0	1
ENSG00000258297	RP11-658F2.8	1201.791	844.833	1439.596	787.618	635.635	766.678	1847.026	1889.319
ENSG00000258300	NUTF2P2	0	0	0	0	0	1	0	0
ENSG00000258301	RP11-488C13.5	584.242	727	1332.393	1195.045	390	373	982.02	1048.701
ENSG00000258302	RP11-981P6.1	5	1	1	0	3	0	67	27
ENSG00000258303	RP11-887P2.6	3	4	3	0	5	21	10	6
ENSG00000258304	RP11-453D16.1	0	0	0	0	0	0	0	0
ENSG00000258308	RP11-554E23.2	0	3	0	0	0	0	0	1
ENSG00000258311	RP11-644F5.10	800.022	712.239	894.609	719.928	296.886	299.788	503.079	655.569
ENSG00000258312	RP11-690J15.1	0	0	0	0	0	0	0	0
ENSG00000258313	RP11-167N24.5	0	0	0	0	0	0	0	0
ENSG00000258314	CTD-2314B22.1	14.588	18.005	0	0	0	0	0	0
ENSG00000258315	C17orf49	9474.989	8360.946	5838.176	6644.935	2212.727	2197.277	1879.719	2094.856
ENSG00000258316	KLF17P1	3	2	0	3	0	11	0	0
ENSG00000258317	RP11-603J24.5	8	3	10	11	0	7	1	7
ENSG00000258320	RP11-274M17.1	0	0	0	0	62	80	0	1
ENSG00000258323	RP1-267L14.3	0	0	0	0	0	0	5	0
ENSG00000258324	RP11-536C10.22	0	0	0	0	0	0	0	0
ENSG00000258325	RP4-816N1.6	22	52	61	35	27	33.072	32	24
ENSG00000258331	RP11-118A3.1	0	0	0	0	0	0	0	0
ENSG00000258332	RP11-711C17.2	0	0	0	0	0	0	0	0
ENSG00000258334	RP11-161H23.9	0	7	1	0	17	0	24	36
ENSG00000258336	RP11-410B16.1	0	0	0	0	0	0	0	0
ENSG00000258337	RP11-115H15.2	0	0	1	1	0	0	10	2
ENSG00000258338	RP11-87P13.2	0	0	0	0	0	0	0	0
ENSG00000258342	RP11-116N8.1	0	0	0	0	0	0	0	0
ENSG00000258343	RP11-536G4.2	0	2	2	5	0	0	0	0
ENSG00000258344	RP11-968A15.8	0	0	1	0	0	0	0	0
ENSG00000258345	RP11-603J24.6	0	10	0	0	0	2	0	0
ENSG00000258346	RP11-148B3.2	0	0	0	0	0	1	0	0
ENSG00000258350	SYF2P1	0	0	0	0	0	0	0	0
ENSG00000258352	RP11-23J18.1	0	0	2	2	1	0	6	5
ENSG00000258354	MIR3180-1	19	15.483	49.332	69.296	46	19	49.266	49.912
ENSG00000258355	RP11-651L5.2	0	0	0	3	0	0	2	2
ENSG00000258357	RP11-778J16.2	0	2	0	0	0	0	1.004	0
ENSG00000258358	RP11-228G3.1	0	0	0	0	0	0	0	0
ENSG00000258359	PCNPP1	1	0	1	0	4	19	23.034	22
ENSG00000258360	RP11-266O15.3	0	0	0	0	0	0	0	0
ENSG00000258363	GRAMD4P4	0	0	5	3	0	0	0	3
ENSG00000258364	RP11-536C10.16	0	0	0	0	0	0	0.5	0
ENSG00000258365	RP11-1105G2.3	41	56	38	10	18	56	30	25.152
ENSG00000258366	RTEL1	2581.682	3176.822	3914.766	4842.527	4864.232	6425.38	3063.74	4539.709
ENSG00000258367	RP11-536C10.3	0	0	0	0	0	0	0	0
ENSG00000258368	RP11-125N22.2	0	0	0	0	0	0	0	0
ENSG00000258369	RP1-90J4.2	0	0	0	0	0	0	0	0
ENSG00000258373	SLC25A3P2	0	0	0	0	0	0	0	0
ENSG00000258375	RP11-617J18.1	4.019	1	3.009	2.022	0	0	5.01	1
ENSG00000258376	RP4-647C14.2	751	709	207	233	14	8	3	8
ENSG00000258377	RP11-649E7.5	33	5	5	5	0	1	11	13
ENSG00000258378	RP11-517O13.1	0	0	0	0	0	0	1	0
ENSG00000258379	RP11-204N11.2	0	0	0	0	0	0	0	0
ENSG00000258380	RP11-33N16.2	0	0	0	0	0	0	0	0
ENSG00000258381	RP11-737F10.1	0	0	0	0	0	0	0	0
ENSG00000258383	CTD-2200A16.1	0	0	0	0	0	0	0	0
ENSG00000258384	AC068831.6	2	19	17.006	21	7	36	21.013	34.225
ENSG00000258385	RP11-629F19.1	0	0	0	3	4	0	0	0
ENSG00000258386	RP11-187E13.2	0	0	0	0	0	0	0	0
ENSG00000258387	RP11-557C9.3	0	0	0	0	0	0	0	0
ENSG00000258388	PPT2-EGFL8	155.574	80.879	662.472	704.489	674.283	681.376	74.172	101.296
ENSG00000258389	DUX4	0	0	0	0	0	0	0	0
ENSG00000258390	RP11-1070N10.4	0	0	0	0	0	0	2	3
ENSG00000258392	RPA2P1	0	0	0	0	0	0	0	0
ENSG00000258393	RP11-907D1.2	0	0	0	0	0	0	0	0
ENSG00000258394	CTD-2307P3.1	0	0	0	0	0	0	0	0
ENSG00000258395	RP11-65I12.1	20	17	0	0	12	0	40	47
ENSG00000258397	RP11-173D3.2	0	0	0	1.003	0	0	0.506	0
ENSG00000258399	MEG8	0	0	2	0	6	4	1	0
ENSG00000258400	RP11-831F12.2	0	0	0	0	0	0	0	0
ENSG00000258401	RP11-326E7.1	0	0	1	0	0	0	1	1
ENSG00000258402	RP11-516J2.1	0	0	0	0	0	0	0	1
ENSG00000258403	RP11-355I22.6	0	0	3	0	0	0	0	2
ENSG00000258404	RP11-1029J19.5	0	0	2	0	10	25	0	0
ENSG00000258405	ZNF578	76.641	44.491	114.251	64.137	61.668	115.225	39.332	38.978
ENSG00000258406	RP11-88E18.1	0	0	0	0	0	0	0	0
ENSG00000258407	RP11-300J18.2	0	0	0	0	0	0	0	0
ENSG00000258408	NT5CP2	0	0	6.801	0	0	0	0	2
ENSG00000258410	RP11-173D3.1	11	5	9	12.997	13	34	15.104	26
ENSG00000258411	RP11-804M7.2	0	0	0	0	0	0	0	0
ENSG00000258412	RP11-404P21.5	0	0	0	0	0	0	7	4
ENSG00000258413	RP11-665C16.6	3	1	1	0	1	0	9	3
ENSG00000258414	RP11-356O9.1	0	0	3	0	0	0	405.605	285.455
ENSG00000258415	RP11-32B5.4	0	0	0	0	0	0	0	0
ENSG00000258416	RP11-526N18.1	0	0	0	0	0	0	4	0
ENSG00000258417	OC90	0	0	153.942	186.836	0	0	0	0
ENSG00000258418	RP11-662J14.1	0	0	1	0	0	0	1	0
ENSG00000258419	RP11-588P7.1	0	0	0	0	0	0	0	0
ENSG00000258420	RP11-403B2.3	0	0	0	0	0	0	0	0
ENSG00000258421	FRDAP	0	0	0	0	0	0	0	0
ENSG00000258422	RP11-486O13.2	10	0	2.234	1.069	0	1	0	0
ENSG00000258423	OR7E105P	0	0	0	0	0	0	0	0
ENSG00000258424	RP11-471B22.2	0	0	0	0	0	0	0	0
ENSG00000258425	CTD-2207P18.1	0	0	0	0	0	0	0	0
ENSG00000258426	RP11-452D21.1	0	0	0	0	0	0	0	0
ENSG00000258427	RBM8B	1.03	6.559	2.369	0	0	2.275	8.397	3.851
ENSG00000258428	RP11-1085N6.2	0	0	6	0	0	0	0	0
ENSG00000258429	PDF	1583.347	1968.377	1646.943	1488.721	2184.607	2466.225	1208.687	1629.299
ENSG00000258430	RP11-982M15.2	5	15	31.018	21.035	2	11	9	9.002
ENSG00000258431	RP1-292L20.2	0	10	1	0	0	0	0	0
ENSG00000258433	RP11-255M2.1	0	0	72	32	0	0	0	1
ENSG00000258434	DUX4L11	0	0	0	0	0	0	0	0
ENSG00000258435	RP11-711D18.2	29	9	0	0	0	0	0	0
ENSG00000258436	RNASE12	0	0	0	0	0	0	0	0
ENSG00000258437	RP11-661G16.1	0	0	0	0	0	0	0	0
ENSG00000258438	OR11K2P	0	0	0	0	0	0	0	0
ENSG00000258439	RP11-173A8.2	0	0	0	0	0	0	0	0
ENSG00000258440	RP11-1033H12.3	0	0	0	0	0	0	0	0
ENSG00000258441	LINC00641	885	781	5831.758	3072.567	800	622	4484	2921.513
ENSG00000258442	RP11-474N8.5	0	0	0	0	0	0	0	0
ENSG00000258443	RP3-414A15.11	0	0	0	0	0	0	0	0
ENSG00000258444	CTD-2201G16.1	0	0	0	0	0	0	0	0
ENSG00000258445	RP11-307P22.1	1	0	3.017	1.011	0	0	4.049	5.023
ENSG00000258446	RP11-895M11.2	1	9	0	0	4	5	14	17
ENSG00000258448	RP11-109N23.5	0	0	0	0	0	0	0	0
ENSG00000258449	RP11-713N11.4	0	0	0	0	0	0	0	0
ENSG00000258450	RP11-649E7.7	0	2	3	12	0	0	1	1
ENSG00000258451	RP11-903H12.3	0	0	87	34	0	0	0	0
ENSG00000258452	RP11-757H14.2	0	0	0	0	1	0	1	2.001
ENSG00000258453	OR11H2	0	0	0	0	0	0	1	0
ENSG00000258454	RP11-361H10.3	5	0	7	3.01	100.1	124.89	25	7.005
ENSG00000258455	RP11-665C16.5	0	0	0	0	0	0	0	0
ENSG00000258456	PTCD2P1	0	0	0	0	0	0	0	0
ENSG00000258457	RP11-298I3.4	0	0	14	11	9	8	244	240
ENSG00000258458	CTD-2555K7.2	53	6	16	16	41	36	72.001	92
ENSG00000258459	CTD-2292M16.7	0	0	1	0	0	0	0	0
ENSG00000258460	RP11-168L7.1	0	0	0	0	0	0	2	0
ENSG00000258461	RP11-164J13.1	349.604	341.572	58.976	83.021	29.597	0	2.184	0
ENSG00000258462	RP11-831F12.4	0	0	0	0	0	0	0	0
ENSG00000258463	RP11-173D3.3	0	0	0	0	0	0	0	0
ENSG00000258464	RP11-388E23.2	0	0	0	0	0	0	0	0
ENSG00000258465	DCAF8	8.599	2.882	4.798	2.418	0	1.347	0	0
ENSG00000258466	RP11-1012A1.4	9.225	11.168	4.424	1.052	0	5.264	18.61	5.219
ENSG00000258467	PHKBP2	0	0	0	0	0	0	0	0
ENSG00000258468	OR11G1P	0	0	0	0	0	0	0	0
ENSG00000258469	CHMP4BP1	10.004	39	4	1	30	26	18.057	18.059
ENSG00000258471	RP11-84C10.4	0	0	0	0	0	0	1	1
ENSG00000258472	RP11-192H23.4	727.262	891.348	876.503	1226.357	860.997	925.571	297.85	391.686
ENSG00000258473	RP11-7F17.4	0	0	0	0	0	0	0	0
ENSG00000258474	RP11-187E13.1	0	4	0	2	0	0	0	1
ENSG00000258475	U85056.3	0	0	0	0	0	0	0	0
ENSG00000258476	RP11-76E17.3	0	0	0	0	0	0	1	0
ENSG00000258477	PPIAP6	0	0	1.002	0	1	0	4.255	1.001
ENSG00000258478	RP11-232C2.1	0	0	0	0	0	0	0	0
ENSG00000258479	LINC00640	0	0	6	14	2	0	19	16
ENSG00000258480	RP11-662J14.2	0	0	0	1	0	0	3	4
ENSG00000258481	RP11-472N19.3	0	0	0	0	0	0	0	0
ENSG00000258482	TRAV15	0	0	0	0	0	0	0	0
ENSG00000258483	AC144835.1	0	0	0	0	0	0	0	0
ENSG00000258484	SPESP1	0	0	0	1	0	0	215.149	234.846
ENSG00000258485	SRMP2	0	0	0	0	0	0	0	0
ENSG00000258486	RN7SL1	59999.816	65944.739	47269.658	102801.98	47835.192	115665.781	55751.649	100786.638
ENSG00000258487	RP11-99L13.1	0	0	0	0	0	0	2	0
ENSG00000258488	RP11-467L19.8	193	0	43.62	0	0	0	0	89.444
ENSG00000258489	RP11-398J10.2	0	0	0	0	0	0	0	0
ENSG00000258490	RP11-862P13.1	0	0	0	0	0	0	0	0
ENSG00000258491	ZFP64P1	0	0	0	0	0	0	0	0
ENSG00000258493	RP11-73E17.3	0	0	0	0	0	0	0	0
ENSG00000258494	OR11J5P	0	0	0	0	0	0	0	0
ENSG00000258496	RP11-1141N12.1	0	0	0	0	0	0	0	0
ENSG00000258497	CTD-2561F5.1	0	0	0	0	0	0	8	3
ENSG00000258498	DIO3OS	0	0	7	9	0	0	377	288.028
ENSG00000258499	RP11-862G15.2	0	0	0	1	0	0	4	4
ENSG00000258500	CTD-2062F14.2	2.197	0	0	0	0	3.234	3.143	2.051
ENSG00000258501	EIF3LP1	0	0	0	1	0	0	0	0
ENSG00000258502	RP11-783L4.1	0	0	0	0	0	0	5	2
ENSG00000258503	RP11-368P15.1	0	0	0	0	0	0	0	0
ENSG00000258504	RP11-638I2.6	0	1	0	0	0	0	0	0
ENSG00000258505	RP11-90P16.1	0	0	0	0	0	0	0	0
ENSG00000258506	RP11-688D15.1	0	0	0	0	0	0	0	0
ENSG00000258507	RP13-582L3.4	0	0	0	0	0	0	0	0
ENSG00000258509	RP11-857B24.3	0	0	0	0	0	0	1	0
ENSG00000258510	RP11-493G17.4	0	0	0	0	0	0	0	0
ENSG00000258511	RP11-61O1.2	1	8	0	0	0	0	0	0
ENSG00000258512	RP11-796G6.2	12	15	10	5	41	75	2	5
ENSG00000258513	RP5-892G5.2	1	0	0	1	0	0	1	4
ENSG00000258514	DUX4L14	0	0	0	0	0	0	0	0
ENSG00000258515	RP11-203M5.7	2	0	1	0	0	0	0	0
ENSG00000258516	RP11-185P18.2	0	0	0	0	0	0	0	0
ENSG00000258517	RP6-91H8.1	0	0	2	0	0	0	0	0
ENSG00000258519	RP11-349A22.3	0	0	0	0	0	0	1	0
ENSG00000258520	RP11-363J20.2	0	0	7	4	0	0	18	11.069
ENSG00000258521	RP11-638I2.9	0	0	0	0	0	0	0	1
ENSG00000258524	NT5CP1	0	0	3.199	1	0	0	0	1
ENSG00000258525	RP11-829H16.3	0	2	1	1	19	0	29.014	28
ENSG00000258526	RP11-111A21.1	1	4	14	10	0	0	18.999	20
ENSG00000258527	ASB9P1	0	0	0	0	0	0	0	0
ENSG00000258529	ALG9	1.076	0	6.254	0	0	121.912	0	0
ENSG00000258531	BANF1P1	0	0	0	0	0	0	0	0
ENSG00000258532	RP11-353P15.1	0	0	0	0	0	0	0	0
ENSG00000258534	CTD-2134A5.4	0	0	0	7	0	0	6	2
ENSG00000258535	RP11-280K24.4	0	0	2.001	3.002	0	0	5.086	8
ENSG00000258536	RP11-1053O12.1	0	0	0	0	0	0	0	0
ENSG00000258537	FRMD6-AS2	0	0	0	0	0	0	0	0
ENSG00000258538	RP11-753D20.3	0	0	0	0	0	0	0	0
ENSG00000258539	RP11-12J10.3	28.047	69.948	45.655	74.729	42.809	33.491	75.363	57.976
ENSG00000258540	RP11-692C24.3	0	0	0	0	0	0	0	0
ENSG00000258541	OR4K4P	0	0	0	0	0	0	0	0
ENSG00000258542	AC068831.11	0	0	0	0	0	0	0	0
ENSG00000258544	RP11-750I4.2	0	0	0	0	0	0	0	0
ENSG00000258545	RP4-755D9.1	1	0	828.757	355	3	17	6.066	2
ENSG00000258546	RP11-713N11.3	0	0	0	0	0	0	0	0
ENSG00000258548	LINC00645	0	0	0	0	25	0	0	0
ENSG00000258549	RP11-22K10.1	0	0	0	0	0	0	0	0
ENSG00000258550	OR7E106P	0	0	0	1.009	0	0	1.017	0
ENSG00000258551	RP11-661P17.1	1	0	1	1	0	1	11.216	2
ENSG00000258552	RP11-463C8.5	0	0	0	0	0	0	0	0
ENSG00000258553	RP11-16B13.1	0	0	0	0	0	0	0	1
ENSG00000258554	RP11-973D8.4	0	2	1	0	0	0	1	0
ENSG00000258555	SPECC1L-ADORA2A	0	7.701	30.868	23.822	80.554	219.39	141.299	95.13
ENSG00000258556	CTD-2568P8.1	4	0	0	1	0	0	2	1
ENSG00000258557	AE000659.41	0	0	0	0	0	0	0	0
ENSG00000258558	RP11-159L20.2	0	0	0	0	0	0	0	0
ENSG00000258559	AC005519.4	60.271	77.657	84.42	88.654	60.179	44.713	66.694	134.243
ENSG00000258560	CTD-2376I20.1	0	0	0	0	0	0	0	0
ENSG00000258561	RP11-72M17.1	40	31	7	7	10	27	11	16
ENSG00000258562	CTD-2313J17.3	0	0	0	0	0	0	0	0
ENSG00000258563	PSMA3P	0	0	0	0	0	1	1	0
ENSG00000258564	OR4N1P	0	0	0	0	0	0	0	0
ENSG00000258565	BLZF2P	0	0	0	0	0	2	14	14
ENSG00000258566	RP11-99E15.3	8	0	0	0	0	0	0	0
ENSG00000258567	DUX4L16	0	0	0	0	0	0	0	0
ENSG00000258568	RHOQP1	26.054	62.142	165.453	135.142	42	12.082	215.514	242.727
ENSG00000258569	RP11-99E15.2	0	0	0	4	0	0	0	1
ENSG00000258570	RP11-452K20.1	0	0	0	0	0	0	0	0
ENSG00000258571	PTTG4P	0	0	0	0	0	0	0	0
ENSG00000258572	RP11-1070N10.3	225	166	0	0	0	0	1	1
ENSG00000258573	RP11-14J7.6	0	0	2	0	0	0	0	0
ENSG00000258576	CTD-2644I21.1	0	0	0	0	0	0	0	0
ENSG00000258577	SNRPGP1	0	0	0	0	0	0	0	0
ENSG00000258578	RP11-98L12.2	0	0	0	0	0	0	7	3
ENSG00000258580	RP11-320M16.2	0	0	0	0	0	0	6	1
ENSG00000258581	RP11-638I2.10	0	0	0	0	0	0	0	0
ENSG00000258582	RP11-44L9.1	0	0	0	0	0	0	1	0
ENSG00000258583	RP11-112J1.2	0	0	0	0	0	0	0	0
ENSG00000258584	FAM181A-AS1	0	0	0	0	0	0	2	3
ENSG00000258585	RP11-928F19.2	0	0	0	0	0	0	0	0
ENSG00000258586	RP5-1021I20.2	2	0	0	0	6	0	3	8
ENSG00000258587	RP11-316E14.2	0	0	0	0	0	0	0	0
ENSG00000258588	TRIM6-TRIM34	0	0	89.861	60.766	0	0	47.563	0
ENSG00000258590	NBEAP1	0	0	6.9	6.209	10	8	44.002	17.015
ENSG00000258591	RP11-545M17.3	0	1	6.548	3.001	0	10	11.825	11.686
ENSG00000258592	RP11-108M12.3	0	0	270.353	319.125	0	12.001	36.785	46.927
ENSG00000258593	CTD-3051D23.4	0	0	2	8	6	22	49.369	48.358
ENSG00000258594	RP11-30G8.2	0	0	0	0	0	0	0	0
ENSG00000258595	RP11-371E8.2	0	0	0	1	0	0	1	0
ENSG00000258597	SERPINA2P	0	0	2	2	0	0	0	0
ENSG00000258598	RP11-260M19.1	0	0	0	0	0	0	0	0
ENSG00000258599	RP11-84C10.1	0	4	5	2	0	0	9	7
ENSG00000258600	RP11-452D21.2	0	0	0	0	0	0	0	0
ENSG00000258601	RP11-81F13.2	0	0	0	0	0	0	0	0
ENSG00000258602	RP11-7F17.7	102	116	0	0	22	1	12	16
ENSG00000258603	RP3-414A15.10	10	7	36	33	0	0	1	1
ENSG00000258604	AL161668.5	0	0	7	10	0	3	0	0
ENSG00000258605	RP11-299L17.4	0	0	0	0	0	0	0	0
ENSG00000258608	DNAJC19P9	0	0	0	0	0	0	1.076	0
ENSG00000258609	LINC-ROR	25	12	251.388	247.266	0	0	0	0
ENSG00000258610	RP11-488C13.7	0	0	0	0	0	0	0	0
ENSG00000258611	RP11-368J22.2	0	0	37	71.18	0	0	3	0
ENSG00000258612	RP11-671J11.6	0	6	0	0	0	6	8	4
ENSG00000258613	RPL21P7	0	8	0	0	0	0	0	4.067
ENSG00000258615	RP11-725G5.3	0	0	0	0	0	0	0	0
ENSG00000258616	RP11-369C8.1	15	7	0	0	0	0	11	3
ENSG00000258617	DUX4L13	0	0	0	0	0	0	0	1.813
ENSG00000258618	RPL21P9	0	0	0	0	0	0	0	0
ENSG00000258619	RP11-134E15.1	0	0	0	0	0	0	0	0
ENSG00000258620	RP11-362L22.1	0	3	0	0	0	12	1	8
ENSG00000258622	RP11-90P16.2	0	0	0	0	0	0	0	0
ENSG00000258623	CTD-2325P2.3	2	7	0	0	0	0	0	0
ENSG00000258624	AC145436.1	0	0	0	0	0	15	0	0
ENSG00000258625	OR11H5P	0	0	0	0	0	0	0	0
ENSG00000258626	COX7A2P1	2	6	3	1	0	0	5	4
ENSG00000258627	RP11-76E17.1	0	0	0	0	0	0	0	0
ENSG00000258628	RP11-492D6.3	1.004	19.952	1.01	2.021	0	0	8.173	2.159
ENSG00000258629	CTD-2014B16.1	0	0	0	0	0	0	1	0
ENSG00000258630	RP11-725G5.2	0	2	0	0	0	0	4	1
ENSG00000258631	RP11-739G5.1	0	0	0	0	0	0	0	0
ENSG00000258632	RP11-354B3.1	0	0	0	0	0	0	0	0
ENSG00000258633	RP11-857B24.1	0	0	0	0	0	0	4	1
ENSG00000258634	RP4-773N10.4	300	296	2464.56	1922.323	1044	1351	886	851
ENSG00000258636	CTD-2298J14.2	0	0	2	3	1	0	0	0
ENSG00000258637	RP11-242P2.1	0	0	0	0	0	0	0	0
ENSG00000258638	RP11-395B20.2	0	0	0	0	0	0	0	0
ENSG00000258639	RP11-10A2.1	0	0	0	0	0	0	0	0
ENSG00000258640	RPL21P5	0	0	2	0	0	0	5	2
ENSG00000258641	OR4T1P	0	0	0	0	0	0	0	0
ENSG00000258642	RP11-219E7.2	0	0	5	0	0	2	7	0
ENSG00000258643	BCL2L2-PABPN1	450.892	496.682	146.263	374.97	420.905	1183.122	506.514	684.781
ENSG00000258644	SYNJ2BP-COX16	119.3	196.501	0	1.194	1.183	11.878	1.24	12.01
ENSG00000258645	HSPE1P2	0	0	0	0	0	0	0	0
ENSG00000258646	RP11-950C14.3	15	2	4	3	0	17	20	18
ENSG00000258647	LINC00930	0	0	4	3	0	0	13	10
ENSG00000258648	UBE2CP1	0	0	0	1	0	0	3.001	2
ENSG00000258649	CTD-2142D14.1	0	0	2111.409	1133.711	0	0	0	0
ENSG00000258650	HSBP1P1	0	0	0	0	0	0	0	1
ENSG00000258651	RP11-545M17.1	0	0	1	0	0	0	12	4
ENSG00000258652	OR4Q1P	0	0	0	0	0	0	0	0
ENSG00000258653	RP5-1021I20.4	42.603	9.897	105.956	43.228	272.63	175.975	307.391	332.957
ENSG00000258654	RP11-509A17.3	0	0	0	0	0	0	0	0
ENSG00000258655	ARHGAP5-AS1	8	4	322	201	114	119	452	241.213
ENSG00000258656	RP11-193F5.4	0	0	0	0	0	0	0	0
ENSG00000258657	RP11-104E19.1	0	0	2	0	0	0	0	0
ENSG00000258658	RP11-517O13.3	0	3	2	0	0	1	5	3
ENSG00000258659	TRIM34	2000	1708	432.167	146.313	93	102	28.977	90.734
ENSG00000258660	RP4-693M11.3	0	0	0	1.007	0	0	3	0
ENSG00000258661	RP11-964E11.2	0	0	0	0	0	0	3	2
ENSG00000258662	RP11-588P7.2	0	0	0	0	0	0	0	0
ENSG00000258663	RP11-123M6.2	0	0	0	0	0	0	0	0
ENSG00000258664	IFRG15	57.867	0	0	0	239.022	196.716	110.793	89.263
ENSG00000258665	AC068831.12	0	0	0	0	0	0	0	0
ENSG00000258666	RP11-638I2.8	0	0	1	0	0	0	0	0
ENSG00000258667	HIF1A-AS2	18	8	10	13	0	1	1	0
ENSG00000258668	COX6CP11	0	0	0	0	0	0	0	0
ENSG00000258670	RP11-1042B17.3	0	0	13	9	0	0	0	0
ENSG00000258671	RP11-407N17.2	0	0	1	0	0	0	0	0
ENSG00000258672	RP11-543C4.3	0	0	0	0	0	0	0	0
ENSG00000258673	RP4-773N10.6	0	0	2	1	1	0	2.046	2
ENSG00000258675	RP11-299L17.3	0	0	0	0	0	0	0	2
ENSG00000258676	RP11-386M24.3	0	0	0	0	0	0	0	0
